title	author	date	link	emotion	value
On a Steamer	Valzhyna Mort	2016-03-24	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/on-a-steamer/	anger	0.0421
On a Steamer	Valzhyna Mort	2016-03-24	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/on-a-steamer/	disgust	0.2351
On a Steamer	Valzhyna Mort	2016-03-24	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/on-a-steamer/	fear	0.1832
On a Steamer	Valzhyna Mort	2016-03-24	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/on-a-steamer/	joy	0.1639
On a Steamer	Valzhyna Mort	2016-03-24	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/on-a-steamer/	sadness	0.4124
Untitled 1	Valzhyna Mort	2015-12-11	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/untitled-1-2/	anger	0.0518
Untitled 1	Valzhyna Mort	2015-12-11	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/untitled-1-2/	disgust	0.0408
Untitled 1	Valzhyna Mort	2015-12-11	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/untitled-1-2/	fear	0.4902
Untitled 1	Valzhyna Mort	2015-12-11	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/untitled-1-2/	joy	4.0E-4
Untitled 1	Valzhyna Mort	2015-12-11	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/untitled-1-2/	sadness	0.5472
Untitled 2	Valzhyna Mort	2016-02-14	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/untitled-2/	anger	0.06
Untitled 2	Valzhyna Mort	2016-02-14	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/untitled-2/	disgust	0.0906
Untitled 2	Valzhyna Mort	2016-02-14	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/untitled-2/	fear	0.0669
Untitled 2	Valzhyna Mort	2016-02-14	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/untitled-2/	joy	0.0243
Untitled 2	Valzhyna Mort	2016-02-14	http://poetry.lib.uidaho.edu/index.php/valzhyna-mort/untitled-2/	sadness	0.7948
It Buds, It Bends, It Dies in the Glare	Mark Bibbins	2016-03-29	http://poetry.lib.uidaho.edu/index.php/mark-bibbins/it-buds-it-bends-it-dies-in-the-glare/	anger	0.0376
It Buds, It Bends, It Dies in the Glare	Mark Bibbins	2016-03-29	http://poetry.lib.uidaho.edu/index.php/mark-bibbins/it-buds-it-bends-it-dies-in-the-glare/	disgust	0.119
It Buds, It Bends, It Dies in the Glare	Mark Bibbins	2016-03-29	http://poetry.lib.uidaho.edu/index.php/mark-bibbins/it-buds-it-bends-it-dies-in-the-glare/	fear	0.3922
It Buds, It Bends, It Dies in the Glare	Mark Bibbins	2016-03-29	http://poetry.lib.uidaho.edu/index.php/mark-bibbins/it-buds-it-bends-it-dies-in-the-glare/	joy	0.0255
It Buds, It Bends, It Dies in the Glare	Mark Bibbins	2016-03-29	http://poetry.lib.uidaho.edu/index.php/mark-bibbins/it-buds-it-bends-it-dies-in-the-glare/	sadness	0.4901
We are not kissing and the river	Mark Bibbins	2016-01-10	http://poetry.lib.uidaho.edu/index.php/poems/we-are-not-kissing-and-the-river/	anger	0.2033
We are not kissing and the river	Mark Bibbins	2016-01-10	http://poetry.lib.uidaho.edu/index.php/poems/we-are-not-kissing-and-the-river/	disgust	0.0886
We are not kissing and the river	Mark Bibbins	2016-01-10	http://poetry.lib.uidaho.edu/index.php/poems/we-are-not-kissing-and-the-river/	fear	0.2118
We are not kissing and the river	Mark Bibbins	2016-01-10	http://poetry.lib.uidaho.edu/index.php/poems/we-are-not-kissing-and-the-river/	joy	0.0082
We are not kissing and the river	Mark Bibbins	2016-01-10	http://poetry.lib.uidaho.edu/index.php/poems/we-are-not-kissing-and-the-river/	sadness	0.649
There Is No You Are Everywhere	Mark Bibbins	2016-01-30	http://poetry.lib.uidaho.edu/index.php/poems/there-is-no-you-are-everywhere/	anger	0.1693
There Is No You Are Everywhere	Mark Bibbins	2016-01-30	http://poetry.lib.uidaho.edu/index.php/poems/there-is-no-you-are-everywhere/	disgust	0.0748
There Is No You Are Everywhere	Mark Bibbins	2016-01-30	http://poetry.lib.uidaho.edu/index.php/poems/there-is-no-you-are-everywhere/	fear	0.1859
There Is No You Are Everywhere	Mark Bibbins	2016-01-30	http://poetry.lib.uidaho.edu/index.php/poems/there-is-no-you-are-everywhere/	joy	0.3277
There Is No You Are Everywhere	Mark Bibbins	2016-01-30	http://poetry.lib.uidaho.edu/index.php/poems/there-is-no-you-are-everywhere/	sadness	0.5301
Conifers	Mark Bibbins	2016-02-22	http://poetry.lib.uidaho.edu/index.php/poems/conifers/	anger	0.133
Conifers	Mark Bibbins	2016-02-22	http://poetry.lib.uidaho.edu/index.php/poems/conifers/	disgust	0.1411
Conifers	Mark Bibbins	2016-02-22	http://poetry.lib.uidaho.edu/index.php/poems/conifers/	fear	0.5879
Conifers	Mark Bibbins	2016-02-22	http://poetry.lib.uidaho.edu/index.php/poems/conifers/	joy	0.0268
Conifers	Mark Bibbins	2016-02-22	http://poetry.lib.uidaho.edu/index.php/poems/conifers/	sadness	0.1908
Almost as Good as What We Destroyed	Mark Bibbins	2015-12-16	http://poetry.lib.uidaho.edu/index.php/poems/almost-as-good-as-what-we-destroyed/	anger	0.5195
Almost as Good as What We Destroyed	Mark Bibbins	2015-12-16	http://poetry.lib.uidaho.edu/index.php/poems/almost-as-good-as-what-we-destroyed/	disgust	0.1043
Almost as Good as What We Destroyed	Mark Bibbins	2015-12-16	http://poetry.lib.uidaho.edu/index.php/poems/almost-as-good-as-what-we-destroyed/	fear	0.4637
Almost as Good as What We Destroyed	Mark Bibbins	2015-12-16	http://poetry.lib.uidaho.edu/index.php/poems/almost-as-good-as-what-we-destroyed/	joy	0.1286
Almost as Good as What We Destroyed	Mark Bibbins	2015-12-16	http://poetry.lib.uidaho.edu/index.php/poems/almost-as-good-as-what-we-destroyed/	sadness	0.3112
Poem That Wants to Know When You're Taking out the Trash	Mark Bibbins	2015-12-06	http://poetry.lib.uidaho.edu/index.php/poems/poem-that-wants-to-know-when-youre-taking-out-the-trash/	anger	0.1728
Poem That Wants to Know When You're Taking out the Trash	Mark Bibbins	2015-12-06	http://poetry.lib.uidaho.edu/index.php/poems/poem-that-wants-to-know-when-youre-taking-out-the-trash/	disgust	0.1443
Poem That Wants to Know When You're Taking out the Trash	Mark Bibbins	2015-12-06	http://poetry.lib.uidaho.edu/index.php/poems/poem-that-wants-to-know-when-youre-taking-out-the-trash/	fear	0.4296
Poem That Wants to Know When You're Taking out the Trash	Mark Bibbins	2015-12-06	http://poetry.lib.uidaho.edu/index.php/poems/poem-that-wants-to-know-when-youre-taking-out-the-trash/	joy	0.2594
Poem That Wants to Know When You're Taking out the Trash	Mark Bibbins	2015-12-06	http://poetry.lib.uidaho.edu/index.php/poems/poem-that-wants-to-know-when-youre-taking-out-the-trash/	sadness	0.3084
Look Who Came Dressed as the Sun	Mark Bibbins	2016-04-12	http://poetry.lib.uidaho.edu/index.php/poems/look-who-came-dressed-as-the-sun/	anger	0.4431
Look Who Came Dressed as the Sun	Mark Bibbins	2016-04-12	http://poetry.lib.uidaho.edu/index.php/poems/look-who-came-dressed-as-the-sun/	disgust	0.1961
Look Who Came Dressed as the Sun	Mark Bibbins	2016-04-12	http://poetry.lib.uidaho.edu/index.php/poems/look-who-came-dressed-as-the-sun/	fear	0.1713
Look Who Came Dressed as the Sun	Mark Bibbins	2016-04-12	http://poetry.lib.uidaho.edu/index.php/poems/look-who-came-dressed-as-the-sun/	joy	0.0923
Look Who Came Dressed as the Sun	Mark Bibbins	2016-04-12	http://poetry.lib.uidaho.edu/index.php/poems/look-who-came-dressed-as-the-sun/	sadness	0.7017
Factory	Mark Bibbins	2016-01-27	http://poetry.lib.uidaho.edu/index.php/poems/factory/	anger	0.2647
Factory	Mark Bibbins	2016-01-27	http://poetry.lib.uidaho.edu/index.php/poems/factory/	disgust	0.2626
Factory	Mark Bibbins	2016-01-27	http://poetry.lib.uidaho.edu/index.php/poems/factory/	fear	0.2769
Factory	Mark Bibbins	2016-01-27	http://poetry.lib.uidaho.edu/index.php/poems/factory/	joy	0.0026
Factory	Mark Bibbins	2016-01-27	http://poetry.lib.uidaho.edu/index.php/poems/factory/	sadness	0.3199
Clouds Mistaken for Nearby Clouds	Mark Bibbins	2015-12-18	http://poetry.lib.uidaho.edu/index.php/poems/clouds-mistaken-for-nearby-clouds/	anger	0.0313
Clouds Mistaken for Nearby Clouds	Mark Bibbins	2015-12-18	http://poetry.lib.uidaho.edu/index.php/poems/clouds-mistaken-for-nearby-clouds/	disgust	0.0049
Clouds Mistaken for Nearby Clouds	Mark Bibbins	2015-12-18	http://poetry.lib.uidaho.edu/index.php/poems/clouds-mistaken-for-nearby-clouds/	fear	0.2211
Clouds Mistaken for Nearby Clouds	Mark Bibbins	2015-12-18	http://poetry.lib.uidaho.edu/index.php/poems/clouds-mistaken-for-nearby-clouds/	joy	0.0186
Clouds Mistaken for Nearby Clouds	Mark Bibbins	2015-12-18	http://poetry.lib.uidaho.edu/index.php/poems/clouds-mistaken-for-nearby-clouds/	sadness	0.803
Untitled 1	Sherwin Bitsui	2016-03-14	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-1/	anger	0.357
Untitled 1	Sherwin Bitsui	2016-03-14	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-1/	disgust	0.423
Untitled 1	Sherwin Bitsui	2016-03-14	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-1/	fear	0.2298
Untitled 1	Sherwin Bitsui	2016-03-14	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-1/	joy	0.0028
Untitled 1	Sherwin Bitsui	2016-03-14	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-1/	sadness	0.1498
Untitled 2	Sherwin Bitsui	2015-12-12	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-2-2/	anger	0.0809
Untitled 2	Sherwin Bitsui	2015-12-12	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-2-2/	disgust	0.1127
Untitled 2	Sherwin Bitsui	2015-12-12	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-2-2/	fear	0.2813
Untitled 2	Sherwin Bitsui	2015-12-12	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-2-2/	joy	0.0045
Untitled 2	Sherwin Bitsui	2015-12-12	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-2-2/	sadness	0.634
Untitled 3	Sherwin Bitsui	2015-12-10	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-3/	anger	0.1281
Untitled 3	Sherwin Bitsui	2015-12-10	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-3/	disgust	0.6349
Untitled 3	Sherwin Bitsui	2015-12-10	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-3/	fear	0.1385
Untitled 3	Sherwin Bitsui	2015-12-10	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-3/	joy	6.0E-4
Untitled 3	Sherwin Bitsui	2015-12-10	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-3/	sadness	0.3093
Untitled 4	Sherwin Bitsui	2016-02-21	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-4/	anger	0.1877
Untitled 4	Sherwin Bitsui	2016-02-21	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-4/	disgust	0.5159
Untitled 4	Sherwin Bitsui	2016-02-21	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-4/	fear	0.2095
Untitled 4	Sherwin Bitsui	2016-02-21	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-4/	joy	0.0408
Untitled 4	Sherwin Bitsui	2016-02-21	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-4/	sadness	0.1137
Untitled 5	Sherwin Bitsui	2016-03-05	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-5/	anger	0.3505
Untitled 5	Sherwin Bitsui	2016-03-05	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-5/	disgust	0.3732
Untitled 5	Sherwin Bitsui	2016-03-05	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-5/	fear	0.3846
Untitled 5	Sherwin Bitsui	2016-03-05	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-5/	joy	0.0024
Untitled 5	Sherwin Bitsui	2016-03-05	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-5/	sadness	0.0586
Untitled 6	Sherwin Bitsui	2016-03-15	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-6/	anger	0.1669
Untitled 6	Sherwin Bitsui	2016-03-15	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-6/	disgust	0.1119
Untitled 6	Sherwin Bitsui	2016-03-15	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-6/	fear	0.328
Untitled 6	Sherwin Bitsui	2016-03-15	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-6/	joy	0.0494
Untitled 6	Sherwin Bitsui	2016-03-15	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-6/	sadness	0.4305
Untitled 7	Sherwin Bitsui	2016-02-02	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-7/	anger	0.2993
Untitled 7	Sherwin Bitsui	2016-02-02	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-7/	disgust	0.19
Untitled 7	Sherwin Bitsui	2016-02-02	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-7/	fear	0.1706
Untitled 7	Sherwin Bitsui	2016-02-02	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-7/	joy	0.0215
Untitled 7	Sherwin Bitsui	2016-02-02	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-7/	sadness	0.4341
Untitled 8	Sherwin Bitsui	2016-01-21	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-8/	anger	0.0764
Untitled 8	Sherwin Bitsui	2016-01-21	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-8/	disgust	0.2664
Untitled 8	Sherwin Bitsui	2016-01-21	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-8/	fear	0.2722
Untitled 8	Sherwin Bitsui	2016-01-21	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-8/	joy	0.0292
Untitled 8	Sherwin Bitsui	2016-01-21	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-8/	sadness	0.4758
Untitled 9	Sherwin Bitsui	2016-03-25	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-9/	anger	0.1282
Untitled 9	Sherwin Bitsui	2016-03-25	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-9/	disgust	0.3935
Untitled 9	Sherwin Bitsui	2016-03-25	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-9/	fear	0.3772
Untitled 9	Sherwin Bitsui	2016-03-25	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-9/	joy	0.0023
Untitled 9	Sherwin Bitsui	2016-03-25	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-9/	sadness	0.2603
Untitled 10	Sherwin Bitsui	2016-02-10	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-10/	anger	0.0095
Untitled 10	Sherwin Bitsui	2016-02-10	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-10/	disgust	0.4726
Untitled 10	Sherwin Bitsui	2016-02-10	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-10/	fear	0.5034
Untitled 10	Sherwin Bitsui	2016-02-10	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-10/	joy	0.0236
Untitled 10	Sherwin Bitsui	2016-02-10	http://poetry.lib.uidaho.edu/index.php/sherwin-bitsui/untitled-10/	sadness	0.0909
Beached	Sarah Lindsay	2015-12-26	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/beached/	anger	0.0591
Beached	Sarah Lindsay	2015-12-26	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/beached/	disgust	0.2435
Beached	Sarah Lindsay	2015-12-26	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/beached/	fear	0.2388
Beached	Sarah Lindsay	2015-12-26	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/beached/	joy	0.0313
Beached	Sarah Lindsay	2015-12-26	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/beached/	sadness	0.5152
How I Was Born	Sarah Lindsay	2016-01-01	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/how-i-was-born/	anger	0.2418
How I Was Born	Sarah Lindsay	2016-01-01	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/how-i-was-born/	disgust	0.1734
How I Was Born	Sarah Lindsay	2016-01-01	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/how-i-was-born/	fear	0.4243
How I Was Born	Sarah Lindsay	2016-01-01	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/how-i-was-born/	joy	0.1819
How I Was Born	Sarah Lindsay	2016-01-01	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/how-i-was-born/	sadness	0.4729
If God Made Jam	Sarah Lindsay	2016-03-21	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/if-god-made-jam/	anger	0.1956
If God Made Jam	Sarah Lindsay	2016-03-21	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/if-god-made-jam/	disgust	0.7408
If God Made Jam	Sarah Lindsay	2016-03-21	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/if-god-made-jam/	fear	0.0132
If God Made Jam	Sarah Lindsay	2016-03-21	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/if-god-made-jam/	joy	0.0716
If God Made Jam	Sarah Lindsay	2016-03-21	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/if-god-made-jam/	sadness	0.0301
Magnitude Aunt Lydia Does Stretching Exercises	Sarah Lindsay	2016-01-25	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/magnitude-aunt-lydia-does-stretching-exercises/	anger	0.0972
Magnitude Aunt Lydia Does Stretching Exercises	Sarah Lindsay	2016-01-25	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/magnitude-aunt-lydia-does-stretching-exercises/	disgust	0.4635
Magnitude Aunt Lydia Does Stretching Exercises	Sarah Lindsay	2016-01-25	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/magnitude-aunt-lydia-does-stretching-exercises/	fear	0.1693
Magnitude Aunt Lydia Does Stretching Exercises	Sarah Lindsay	2016-01-25	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/magnitude-aunt-lydia-does-stretching-exercises/	joy	0.2114
Magnitude Aunt Lydia Does Stretching Exercises	Sarah Lindsay	2016-01-25	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/magnitude-aunt-lydia-does-stretching-exercises/	sadness	0.5741
Origin	Sarah Lindsay	2016-02-28	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/origin/	anger	0.0977
Origin	Sarah Lindsay	2016-02-28	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/origin/	disgust	0.042
Origin	Sarah Lindsay	2016-02-28	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/origin/	fear	0.1467
Origin	Sarah Lindsay	2016-02-28	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/origin/	joy	0.0574
Origin	Sarah Lindsay	2016-02-28	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/origin/	sadness	0.6975
Radium	Sarah Lindsay	2015-12-19	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/radium/	anger	0.1387
Radium	Sarah Lindsay	2015-12-19	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/radium/	disgust	0.4708
Radium	Sarah Lindsay	2015-12-19	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/radium/	fear	0.1186
Radium	Sarah Lindsay	2015-12-19	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/radium/	joy	0.2541
Radium	Sarah Lindsay	2015-12-19	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/radium/	sadness	0.2722
The Common Octopus	Sarah Lindsay	2016-05-02	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/the-common-octopus/	anger	0.1103
The Common Octopus	Sarah Lindsay	2016-05-02	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/the-common-octopus/	disgust	0.4579
The Common Octopus	Sarah Lindsay	2016-05-02	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/the-common-octopus/	fear	0.1782
The Common Octopus	Sarah Lindsay	2016-05-02	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/the-common-octopus/	joy	0.1614
The Common Octopus	Sarah Lindsay	2016-05-02	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/the-common-octopus/	sadness	0.5213
The Mummy Walks	Sarah Lindsay	2016-01-16	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/the-mummy-walks/	anger	0.2105
The Mummy Walks	Sarah Lindsay	2016-01-16	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/the-mummy-walks/	disgust	0.2098
The Mummy Walks	Sarah Lindsay	2016-01-16	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/the-mummy-walks/	fear	0.1415
The Mummy Walks	Sarah Lindsay	2016-01-16	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/the-mummy-walks/	joy	0.1973
The Mummy Walks	Sarah Lindsay	2016-01-16	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/the-mummy-walks/	sadness	0.3295
Whale Feathers	Sarah Lindsay	2016-04-01	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/whale-feathers/	anger	0.0725
Whale Feathers	Sarah Lindsay	2016-04-01	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/whale-feathers/	disgust	0.4348
Whale Feathers	Sarah Lindsay	2016-04-01	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/whale-feathers/	fear	0.1261
Whale Feathers	Sarah Lindsay	2016-04-01	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/whale-feathers/	joy	0.245
Whale Feathers	Sarah Lindsay	2016-04-01	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/whale-feathers/	sadness	0.5491
Without Warning	Sarah Lindsay	2015-12-30	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/without-warning/	anger	0.076
Without Warning	Sarah Lindsay	2015-12-30	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/without-warning/	disgust	0.4342
Without Warning	Sarah Lindsay	2015-12-30	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/without-warning/	fear	0.5437
Without Warning	Sarah Lindsay	2015-12-30	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/without-warning/	joy	0.194
Without Warning	Sarah Lindsay	2015-12-30	http://poetry.lib.uidaho.edu/index.php/sarah-lindsay/without-warning/	sadness	0.5865
Wave Before Leaving, Wave	Roger Reeves	2016-01-24	http://poetry.lib.uidaho.edu/index.php/roger-reeves/wave-before-leaving-wave/	anger	0.6195
Wave Before Leaving, Wave	Roger Reeves	2016-01-24	http://poetry.lib.uidaho.edu/index.php/roger-reeves/wave-before-leaving-wave/	disgust	0.2035
Wave Before Leaving, Wave	Roger Reeves	2016-01-24	http://poetry.lib.uidaho.edu/index.php/roger-reeves/wave-before-leaving-wave/	fear	0.2226
Wave Before Leaving, Wave	Roger Reeves	2016-01-24	http://poetry.lib.uidaho.edu/index.php/roger-reeves/wave-before-leaving-wave/	joy	0.1263
Wave Before Leaving, Wave	Roger Reeves	2016-01-24	http://poetry.lib.uidaho.edu/index.php/roger-reeves/wave-before-leaving-wave/	sadness	0.5647
The Parable of a Blade of Grass	Roger Reeves	2016-01-11	http://poetry.lib.uidaho.edu/index.php/roger-reeves/the-parable-of-a-blade-of-grass/	anger	0.0209
The Parable of a Blade of Grass	Roger Reeves	2016-01-11	http://poetry.lib.uidaho.edu/index.php/roger-reeves/the-parable-of-a-blade-of-grass/	disgust	0.3115
The Parable of a Blade of Grass	Roger Reeves	2016-01-11	http://poetry.lib.uidaho.edu/index.php/roger-reeves/the-parable-of-a-blade-of-grass/	fear	0.5625
The Parable of a Blade of Grass	Roger Reeves	2016-01-11	http://poetry.lib.uidaho.edu/index.php/roger-reeves/the-parable-of-a-blade-of-grass/	joy	0.1283
The Parable of a Blade of Grass	Roger Reeves	2016-01-11	http://poetry.lib.uidaho.edu/index.php/roger-reeves/the-parable-of-a-blade-of-grass/	sadness	0.0747
Shadowboxing Herons	Roger Reeves	2016-03-31	http://poetry.lib.uidaho.edu/index.php/roger-reeves/shadowboxing-herons/	anger	0.1067
Shadowboxing Herons	Roger Reeves	2016-03-31	http://poetry.lib.uidaho.edu/index.php/roger-reeves/shadowboxing-herons/	disgust	0.2051
Shadowboxing Herons	Roger Reeves	2016-03-31	http://poetry.lib.uidaho.edu/index.php/roger-reeves/shadowboxing-herons/	fear	0.1662
Shadowboxing Herons	Roger Reeves	2016-03-31	http://poetry.lib.uidaho.edu/index.php/roger-reeves/shadowboxing-herons/	joy	0.3206
Shadowboxing Herons	Roger Reeves	2016-03-31	http://poetry.lib.uidaho.edu/index.php/roger-reeves/shadowboxing-herons/	sadness	0.4786
Samba in São Cristóvão, or Temporary Flight	Roger Reeves	2016-02-19	http://poetry.lib.uidaho.edu/index.php/roger-reeves/samba-in-so-cristvo-or-temporary-flight/	anger	0.1659
Samba in São Cristóvão, or Temporary Flight	Roger Reeves	2016-02-19	http://poetry.lib.uidaho.edu/index.php/roger-reeves/samba-in-so-cristvo-or-temporary-flight/	disgust	0.1695
Samba in São Cristóvão, or Temporary Flight	Roger Reeves	2016-02-19	http://poetry.lib.uidaho.edu/index.php/roger-reeves/samba-in-so-cristvo-or-temporary-flight/	fear	0.139
Samba in São Cristóvão, or Temporary Flight	Roger Reeves	2016-02-19	http://poetry.lib.uidaho.edu/index.php/roger-reeves/samba-in-so-cristvo-or-temporary-flight/	joy	0.2277
Samba in São Cristóvão, or Temporary Flight	Roger Reeves	2016-02-19	http://poetry.lib.uidaho.edu/index.php/roger-reeves/samba-in-so-cristvo-or-temporary-flight/	sadness	0.519
Romanticism (the Blue Keats)	Roger Reeves	2015-12-04	http://poetry.lib.uidaho.edu/index.php/roger-reeves/romanticism-the-blue-keats/	anger	0.1164
Romanticism (the Blue Keats)	Roger Reeves	2015-12-04	http://poetry.lib.uidaho.edu/index.php/roger-reeves/romanticism-the-blue-keats/	disgust	0.476
Romanticism (the Blue Keats)	Roger Reeves	2015-12-04	http://poetry.lib.uidaho.edu/index.php/roger-reeves/romanticism-the-blue-keats/	fear	0.1277
Romanticism (the Blue Keats)	Roger Reeves	2015-12-04	http://poetry.lib.uidaho.edu/index.php/roger-reeves/romanticism-the-blue-keats/	joy	0.2325
Romanticism (the Blue Keats)	Roger Reeves	2015-12-04	http://poetry.lib.uidaho.edu/index.php/roger-reeves/romanticism-the-blue-keats/	sadness	0.5731
Frail Bridges	Roger Reeves	2015-12-28	http://poetry.lib.uidaho.edu/index.php/roger-reeves/frail-bridges/	anger	0.1361
